name,price,brand,no_of_votes,rating,os,utility,thickness,weight,warranty,display_size,pixel,ppi,aspect_ratio,antiglare,touch_screen,ram,hdd,ssd,graphic,cache,thread,processor,core,hdmi,mcr,wifi,bluetooth,usb,backlit_keyboard,inbuilt_microphone,thunderbolt,fingerprint_sensor,ethernet,display_port,camera,num_of_cell,battery_capacity
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),44927.0,Lenovo,74,4.0,Windows 11,Performance,17.9\u2009mmSlim, 1.62\u2009kgLight,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,16:9 Aspect Ratio,Anti Glare,,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,Integrated Intel UHD Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,47\u2009Wh
Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),69990.0,Asus,96,4.4,Windows 11,Performance,18.9\u2009mmAverage, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,2880\u2009x\u20091800\u2009pixelsGood,~ 243\u2009PPIHigh,16:10 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 2050 GraphicsAverage,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.0,1 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,63\u2009Wh
HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),107767.0,HP,80,4.15,Windows 11,Performance,17\u2009mmSlim, 1.41\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,2880\u2009x\u20091800\u2009pixelsGood,~ 243\u2009PPIHigh,,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,Intel Integrated Iris Xe Graphics,24\u2009MB Cache,20 Threads,12th Gen Intel Core i7 13700H, 14 Cores (6P + 8E),HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell BatteryGood,51\u2009Wh
Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),38390.0,Dell,69,4.3,Windows 11,Everyday Use,19\u2009mmSlim, 1.69\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,1\u2009TB HARD Disk,256\u2009GB SSDAverage,Intel UHD Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,41\u2009Wh
HP 14-em0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),39990.0,HP,77,4.4,Windows 11,Performance,17.9\u2009mmSlim, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,AMD Radeon AMD Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 3 7320U, Quad Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),58299.0,Dell,117,4.15,Windows 11,Everyday Use,,,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091200\u2009pixelsGood,~ 162\u2009PPIHigh,16:10 Aspect Ratio,Anti Glare,Touch Screen,8\u2009GB LPDDR5 RAMAverage,,1\u2009TB SSD,Intel UHD Graphics Graphics,Smart Cache Cache,8 Threads,13th Gen Intel Core i3 1315U, Hexa Core (2P + 4E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,1 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,4 Cell BatteryGood,54\u2009Wh
HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),52990.0,HP,56,4.4,Windows 11,Performance,17\u2009mmSlim, 1.41\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,Anti Glare,,16\u2009GB LPDDR5 RAMLarge,,512\u2009GB SSD,AMD Radeon AMD Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 5 7520U, Quad Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,3 Cell Battery,
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),59990.0,Lenovo,69,4.2,Windows 11,Everyday Use,, 1.41\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4  RAMAverage,,512\u2009GB SSD,AMD Radeon Graphics Graphics,16\u2009MB Cache,12 Threads,7th Gen AMD Ryzen 5 7530U, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),59990.0,Lenovo,475,4.2,Windows 11,Gaming,24.2\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5  5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,
Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990.0,Lenovo,97,4.75,Windows 11,Everyday Use,18.9\u2009mmAverage, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 1235U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),80490.0,HP,94,4.75,Windows 11,Business,18.4\u2009mmAverage, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,2240\u2009x\u20091400\u2009pixelsGood,~ 189\u2009PPIHigh,,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,16 Threads,13th Gen Intel Core i5 1340P, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,,,,3 Cell BatteryGood,51\u2009Wh
Lenovo IdeaPad Gaming 3 82K2025MIN Laptop (AMD Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),59500.0,Lenovo,89,4.45,Windows 11,Gaming,24.1\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5  5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990.0,Lenovo,77,4.2,Windows 11,Gaming,24.2\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5  5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,
MSI Stealth 15 A13VF-074IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),171990.0,MSI,70,4.75,Windows 11,Performance,19.9\u2009mmAverage, 2.1\u2009kgAverage,2 Year Warranty,15.6\u2009inchesAverage,2560\u2009x\u20091440\u2009pixelsAverage,~ 141\u2009PPILow,,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 4060 GraphicsAverage,24\u2009MB Cache,16 Threads,13th Gen Intel Core i7 13620H, 10 Cores (6P + 4E),HDMI,,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,53.5\u2009Wh
Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),66990.0,Lenovo,65,4.25,Windows 11,Gaming,21.8\u2009mmThick, 2.32\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce RTX 2050 GraphicsLargest,16\u2009MB Cache,12 Threads,7th Gen AMD Ryzen 5 7535HS, Hexa Core,HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,
HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),115592.0,HP,58,4.7,Windows 11,Business,24\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR5 RAMAverage,1\u2009TB HARD Disk,512\u2009GB SSDSmall,\u200eNVIDIA Quadro T600 GraphicsSmall,16\u2009MB Cache,12 Threads,6th Gen AMD Ryzen 5 6600H, Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,3 Cell BatteryGood,52.5\u2009Wh
HP Zbook Power G4-A ZHAN 99 2023 Laptop (AMD Ryzen 5 6600H/ 32GB/ 1TB SSD/ Win11/ 4GB Graph),137456.0,HP,92,4.15,Windows 11,Business,24\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,32\u2009GB DDR5 RAMLargest,,1\u2009TB SSD,\u200eNVIDIA Quadro T600 GraphicsSmall,16\u2009MB Cache,12 Threads,6th Gen AMD Ryzen 5 6600H, Hexa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,3 Cell BatteryGood,52.5\u2009Wh
Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),52990.0,Lenovo,54,4.25,Windows 11,Performance,17.9\u2009mmSlim, 1.5\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,16:10 Aspect Ratio,,Touch Screen,8\u2009GB LPDDR4 RAMAverage,,512\u2009GB SSD,Intel Integrated UHD Graphics,10\u2009MB Cache,8 Threads,12th Gen Intel Core i3 1215U, Hexa Core (2P + 4E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,,52.5\u2009Wh BatteryGood
HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),52990.0,HP,183,4.4,Windows 11,Performance,17.9\u2009mmSlim, 1.69\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB DDR4 RAMLarge,,512\u2009GB SSD,AMD Radeon Radeon Graphics,8\u2009MB Cache,16 Threads,5th Gen AMD Ryzen 7   5700U, Octa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),47990.0,HP,71,4.05,Windows 11,Performance,, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 157\u2009PPIHigh,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel UHD Graphics Graphics,,8 Threads,13th Gen Intel Core i3 1315U, Hexa Core (2P + 4E),HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),50990.0,Infinix,204,4.2,Windows 11,Performance,16.95\u2009mmSlim, 1.8\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,,,16\u2009GB LPDDR5X RAMLargest,,512\u2009GB SSD,Intel Integrated Iris Xe Graphics,18\u2009MB Cache,16 Threads,13th Gen Intel Core i5 13500H, 12 Cores (4P + 8E),HDMI,,WiFi,Bluetooth v5.2,2 x USB 2.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,,70\u2009Wh BatteryGood
HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),49490.0,HP,64,4.35,Windows 11,Performance,17.9\u2009mmSlim, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,AMD Radeon AMD Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 5 7520U, Quad Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),52990.0,HP,51,4.4,Windows 11,Performance,17.9\u2009mmSlim, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB LPDDR5 RAMLarge,,512\u2009GB SSD,AMD Radeon AMD Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 5 7520U, Quad Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),115990.0,HP,89,4.5,Windows 11,Business,18.3\u2009mmAverage, 1.77\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,Touch Screen,16\u2009GB LPDDR5 RAMAverage,,1\u2009TB SSD,Intel Iris X Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i7 1355U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,,,,4 Cell BatteryGood,55\u2009Wh
HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990.0,HP,111,4.4,Windows 11,Business,18.3\u2009mmAverage, 1.77\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,Touch Screen,16\u2009GB LPDDR5 RAMLargest,,512\u2009GB SSD,Intel Iris X Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i7 1355U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,,,,4 Cell BatteryGood,55\u2009Wh
Acer One 14 Z2-493 Laptop (AMD Ryzen 5 3500U/ 8GB/ 256GB SSD/ Win11),29990.0,Acer,51,4.5,Windows 11,Everyday Use,20.9\u2009mmThick, 1.5\u2009kgLight,1 Year Warranty,14\u2009inchesAverage,1366\u2009x\u2009768\u2009pixelsAverage,~ 112\u2009PPIAverage,,,,8\u2009GB DDR4 RAMAverage,,256\u2009GB SSD,AMD Radeon Graphics Graphics,4\u2009MB Cache,8 Threads,3rd Gen AMD Ryzen 5 3500U, Quad Core,HDMI,,WiFi,Bluetooth v4.2,2 x USB 3.0,,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell Battery,
Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),174990.0,Asus,63,4.1,Windows 11,Gaming,19.5\u2009mmAverage, 1.72\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,2560\u2009x\u20091600\u2009pixelsAverage,~ 216\u2009PPIHigh,16:10 Aspect Ratio,Anti Glare,,16\u2009GB DDR5 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 4050 GraphicsAverage,16\u2009MB Cache,16 Threads,7th Gen AMD Ryzen 9 7940HS, Octa Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,,,,4 Cell BatteryGood,76\u2009Wh
Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),62990.0,Asus,72,4.4,Windows 11,Gaming,24.5\u2009mmThick, 2.3\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,1\u2009TB SSD,NVIDIA GeForce RTX 2050 GraphicsLargest,12\u2009MB Cache,12 Threads,11th Gen Intel Core i5 11400H , Hexa Core,HDMI,,WiFi,Bluetooth v5.2,3 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,Ethernet (LAN),,,4 Cell BatteryGood,48\u2009Wh
Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84980.0,Dell,89,4.5,Windows 11,Everyday Use,,,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,16\u2009GB LPDDR5  RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,13th Gen Intel Core i7 1355U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,4 Cell BatteryGood,54\u2009Wh
Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),51990.0,Lenovo,91,4.55,DOS,Performance,18.9\u2009mmAverage, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,AMD Radeon AMD Graphics,16\u2009MB Cache,16 Threads,7th Gen AMD Ryzen 7 7730U, Octa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,Fingerprint Sensor,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990.0,Lenovo,81,4.05,Windows 11,Gaming,24.1\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,16\u2009MB Cache,12 Threads,5th Gen AMD Ryzen 5  5600H, Hexa Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,3 Cell BatteryGood,45\u2009Wh
HP Zbook Power G4-A ZHAN 99 Laptop (AMD Ryzen 7 6800H/ 32GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),139990.0,HP,91,4.65,Windows 11,Business,24\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesAverage,1920\u2009x\u20091080\u2009pixelsBad,~ 141\u2009PPILow,,Anti Glare,,32\u2009GB DDR5 RAMLargest,,1\u2009TB SSD,\u200eNVIDIA Quadro T600 GraphicsSmall,16\u2009MB Cache,16 Threads,6th Gen AMD Ryzen 7 6800H, Octa Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,Thunderbolt,,,,,2 Cell BatteryGood,52.5\u2009Wh
Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990.0,Lenovo,110,4.5,Windows 11,Everyday Use,19.9\u2009mmAverage, 1.7\u2009kgAverage,1 Year Warranty,15.6\u2009inchesLargest,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,8\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,6\u2009MB Cache,4 Threads,11th Gen Intel Core i3 1115G4, Dual Core,HDMI,Multi Card Reader,WiFi,Bluetooth v5.0,1 x USB 2.0,,Inbuilt Microphone,,,,,,3 Cell Battery,
Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),92490.0,Dell,54,4.2,Windows 11,Everyday Use,, 1.57\u2009kgAverage,1 Year Warranty,14\u2009inchesAverage,1920\u2009x\u20091200\u2009pixelsGood,~ 162\u2009PPIAverage,,,Touch Screen,8\u2009GB DDR4 RAMSmallest,,512\u2009GB SSD,Intel Iris Xe Graphics Graphics,12\u2009MB Cache,12 Threads,12th Gen Intel Core i7 1255U, 10 Cores (2P + 8E),HDMI,Multi Card Reader,WiFi,Bluetooth v5.2,1 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,Fingerprint Sensor,,,,4 Cell BatteryGood,54\u2009Wh
Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,Lenovo,65,4.55,Windows 11,Gaming,21.8\u2009mmThick, 2.31\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMAverage,,512\u2009GB SSD,NVIDIA GeForce RTX 3050 GraphicsAverage,12\u2009MB Cache,12 Threads,12th Gen Intel Core i5 12450H, Octa Core (4P + 4E),HDMI,,WiFi,Bluetooth v5.1,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,60\u2009Wh BatteryGood
Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990.0,Lenovo,55,4.1,Windows 11,Gaming,24.2\u2009mmThick, 2.25\u2009kgHeavy,1 Year Warranty,15.6\u2009inchesLarge,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,16:9 Aspect Ratio,Anti Glare,,16\u2009GB DDR4 RAMLargest,,512\u2009GB SSD,NVIDIA GeForce GTX 1650 GraphicsLargest,8\u2009MB Cache,8 Threads,11th Gen Intel Core i5 11320H, Quad Core,HDMI,,WiFi,Bluetooth v5.0,2 x USB 3.0,Backlit Keyboard,Inbuilt Microphone,,,Ethernet (LAN),,,,
HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),47990.0,HP,108,4.1,Windows 11,Performance,17.9\u2009mmSlim, 1.4\u2009kgLight,1 Year Warranty,14\u2009inchesSmall,1920\u2009x\u20091080\u2009pixelsAverage,~ 141\u2009PPIAverage,,Anti Glare,,8\u2009GB LPDDR5 RAMAverage,,512\u2009GB SSD,AMD Radeon AMD Graphics,4\u2009MB Cache,8 Threads,7th Gen AMD Ryzen 5 7520U, Quad Core,HDMI,,WiFi,Bluetooth v5.3,2 x USB 3.0,,Inbuilt Microphone,,,,,,3 Cell BatteryGood,41\u2009Wh
